context_input,accelerate,boost,dash,stay,turn_left_111,turn_left_15,turn_left_20,turn_left_22,turn_left_23,turn_left_24,turn_left_26,turn_left_27,turn_left_28,turn_left_29,turn_left_30,turn_left_31,turn_left_32,turn_left_33,turn_left_34,turn_left_36,turn_left_37,turn_left_38,turn_left_40,turn_left_41,turn_left_42,turn_left_43,turn_left_44,turn_left_45,turn_left_46,turn_left_47,turn_left_48,turn_left_50,turn_left_51,turn_left_52,turn_left_54,turn_left_56,turn_left_57,turn_left_58,turn_left_59,turn_left_60,turn_left_62,turn_left_64,turn_left_65,turn_left_67,turn_left_69,turn_left_70,turn_left_71,turn_left_72,turn_left_73,turn_left_75,turn_left_76,turn_left_77,turn_left_82,turn_left_84,turn_left_86,turn_left_87,turn_left_90,turn_right_131,turn_right_15,turn_right_37,turn_right_45,turn_right_56,turn_right_90
"Enemy is 0.43 meters ahead, angle -71.6 degrees, edge distance 2.71, center distance 2.03, enemy stuck: False, enemy behind: True, skill ready: False, dash ready: True [CTX] Enemy is 0.36 meters ahead, angle 9.8 degrees, edge distance 0.83, center distance 3.19, enemy stuck: True, enemy behind: True, skill ready: True, dash ready: True [CTX] Enemy is 1.47 meters ahead, angle -106.1 degrees, edge distance 1.47, center distance 4.49, enemy stuck: False, enemy behind: False, skill ready: True, dash ready: False",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Enemy is 0.36 meters ahead, angle 9.8 degrees, edge distance 0.83, center distance 3.19, enemy stuck: True, enemy behind: True, skill ready: True, dash ready: True [CTX] Enemy is 1.47 meters ahead, angle -106.1 degrees, edge distance 1.47, center distance 4.49, enemy stuck: False, enemy behind: False, skill ready: True, dash ready: False [CTX] Enemy is 0.73 meters ahead, angle -114.3 degrees, edge distance 1.4, center distance 2.44, enemy stuck: False, enemy behind: False, skill ready: True, dash ready: False",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Enemy is 1.47 meters ahead, angle -106.1 degrees, edge distance 1.47, center distance 4.49, enemy stuck: False, enemy behind: False, skill ready: True, dash ready: False [CTX] Enemy is 0.73 meters ahead, angle -114.3 degrees, edge distance 1.4, center distance 2.44, enemy stuck: False, enemy behind: False, skill ready: True, dash ready: False [CTX] Enemy is 1.32 meters ahead, angle 144.8 degrees, edge distance 4.99, center distance 4.48, enemy stuck: True, enemy behind: False, skill ready: False, dash ready: False",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Enemy is 0.73 meters ahead, angle -114.3 degrees, edge distance 1.4, center distance 2.44, enemy stuck: False, enemy behind: False, skill ready: True, dash ready: False [CTX] Enemy is 1.32 meters ahead, angle 144.8 degrees, edge distance 4.99, center distance 4.48, enemy stuck: True, enemy behind: False, skill ready: False, dash ready: False [CTX] Enemy is 2.09 meters ahead, angle 131.2 degrees, edge distance 3.28, center distance 1.07, enemy stuck: False, enemy behind: True, skill ready: True, dash ready: True",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Enemy is 1.32 meters ahead, angle 144.8 degrees, edge distance 4.99, center distance 4.48, enemy stuck: True, enemy behind: False, skill ready: False, dash ready: False [CTX] Enemy is 2.09 meters ahead, angle 131.2 degrees, edge distance 3.28, center distance 1.07, enemy stuck: False, enemy behind: True, skill ready: True, dash ready: True [CTX] Enemy is 0.2 meters ahead, angle 42.8 degrees, edge distance 3.83, center distance 3.96, enemy stuck: True, enemy behind: False, skill ready: True, dash ready: False",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Enemy is 2.09 meters ahead, angle 131.2 degrees, edge distance 3.28, center distance 1.07, enemy stuck: False, enemy behind: True, skill ready: True, dash ready: True [CTX] Enemy is 0.2 meters ahead, angle 42.8 degrees, edge distance 3.83, center distance 3.96, enemy stuck: True, enemy behind: False, skill ready: True, dash ready: False [CTX] Enemy is 2.14 meters ahead, angle -113.8 degrees, edge distance 3.14, center distance 4.92, enemy stuck: False, enemy behind: True, skill ready: True, dash ready: True",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Enemy is 0.2 meters ahead, angle 42.8 degrees, edge distance 3.83, center distance 3.96, enemy stuck: True, enemy behind: False, skill ready: True, dash ready: False [CTX] Enemy is 2.14 meters ahead, angle -113.8 degrees, edge distance 3.14, center distance 4.92, enemy stuck: False, enemy behind: True, skill ready: True, dash ready: True [CTX] Enemy is 1.31 meters ahead, angle -164.8 degrees, edge distance 1.11, center distance 0.61, enemy stuck: False, enemy behind: True, skill ready: False, dash ready: False",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Enemy is 2.14 meters ahead, angle -113.8 degrees, edge distance 3.14, center distance 4.92, enemy stuck: False, enemy behind: True, skill ready: True, dash ready: True [CTX] Enemy is 1.31 meters ahead, angle -164.8 degrees, edge distance 1.11, center distance 0.61, enemy stuck: False, enemy behind: True, skill ready: False, dash ready: False [CTX] Enemy is 0.45 meters ahead, angle 25.0 degrees, edge distance 4.49, center distance 3.1, enemy stuck: False, enemy behind: False, skill ready: False, dash ready: False",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Enemy is 1.31 meters ahead, angle -164.8 degrees, edge distance 1.11, center distance 0.61, enemy stuck: False, enemy behind: True, skill ready: False, dash ready: False [CTX] Enemy is 0.45 meters ahead, angle 25.0 degrees, edge distance 4.49, center distance 3.1, enemy stuck: False, enemy behind: False, skill ready: False, dash ready: False [CTX] Enemy is 2.1 meters ahead, angle 100.7 degrees, edge distance 2.53, center distance 4.81, enemy stuck: False, enemy behind: True, skill ready: False, dash ready: False",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Enemy is 0.45 meters ahead, angle 25.0 degrees, edge distance 4.49, center distance 3.1, enemy stuck: False, enemy behind: False, skill ready: False, dash ready: False [CTX] Enemy is 2.1 meters ahead, angle 100.7 degrees, edge distance 2.53, center distance 4.81, enemy stuck: False, enemy behind: True, skill ready: False, dash ready: False [CTX] Enemy is 2.26 meters ahead, angle -149.6 degrees, edge distance 1.66, center distance 2.33, enemy stuck: True, enemy behind: False, skill ready: False, dash ready: True",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Enemy is 2.1 meters ahead, angle 100.7 degrees, edge distance 2.53, center distance 4.81, enemy stuck: False, enemy behind: True, skill ready: False, dash ready: False [CTX] Enemy is 2.26 meters ahead, angle -149.6 degrees, edge distance 1.66, center distance 2.33, enemy stuck: True, enemy behind: False, skill ready: False, dash ready: True [CTX] Enemy is 0.16 meters ahead, angle 70.1 degrees, edge distance 3.71, center distance 4.43, enemy stuck: True, enemy behind: False, skill ready: True, dash ready: False",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Enemy is 2.26 meters ahead, angle -149.6 degrees, edge distance 1.66, center distance 2.33, enemy stuck: True, enemy behind: False, skill ready: False, dash ready: True [CTX] Enemy is 0.16 meters ahead, angle 70.1 degrees, edge distance 3.71, center distance 4.43, enemy stuck: True, enemy behind: False, skill ready: True, dash ready: False [CTX] Enemy is 1.03 meters ahead, angle -64.2 degrees, edge distance 3.09, center distance 1.26, enemy stuck: True, enemy behind: True, skill ready: True, dash ready: False",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Enemy is 0.16 meters ahead, angle 70.1 degrees, edge distance 3.71, center distance 4.43, enemy stuck: True, enemy behind: False, skill ready: True, dash ready: False [CTX] Enemy is 1.03 meters ahead, angle -64.2 degrees, edge distance 3.09, center distance 1.26, enemy stuck: True, enemy behind: True, skill ready: True, dash ready: False [CTX] Enemy is 0.2 meters ahead, angle 47.2 degrees, edge distance 0.94, center distance 4.5, enemy stuck: False, enemy behind: False, skill ready: False, dash ready: True",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Enemy is 1.03 meters ahead, angle -64.2 degrees, edge distance 3.09, center distance 1.26, enemy stuck: True, enemy behind: True, skill ready: True, dash ready: False [CTX] Enemy is 0.2 meters ahead, angle 47.2 degrees, edge distance 0.94, center distance 4.5, enemy stuck: False, enemy behind: False, skill ready: False, dash ready: True [CTX] Enemy is 1.45 meters ahead, angle -58.1 degrees, edge distance 3.83, center distance 4.25, enemy stuck: False, enemy behind: True, skill ready: True, dash ready: False",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Enemy is 0.2 meters ahead, angle 47.2 degrees, edge distance 0.94, center distance 4.5, enemy stuck: False, enemy behind: False, skill ready: False, dash ready: True [CTX] Enemy is 1.45 meters ahead, angle -58.1 degrees, edge distance 3.83, center distance 4.25, enemy stuck: False, enemy behind: True, skill ready: True, dash ready: False [CTX] Enemy is 1.23 meters ahead, angle -65.4 degrees, edge distance 0.9, center distance 0.12, enemy stuck: False, enemy behind: True, skill ready: False, dash ready: True",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Enemy is 1.45 meters ahead, angle -58.1 degrees, edge distance 3.83, center distance 4.25, enemy stuck: False, enemy behind: True, skill ready: True, dash ready: False [CTX] Enemy is 1.23 meters ahead, angle -65.4 degrees, edge distance 0.9, center distance 0.12, enemy stuck: False, enemy behind: True, skill ready: False, dash ready: True [CTX] Enemy is 0.6 meters ahead, angle 83.2 degrees, edge distance 1.47, center distance 2.68, enemy stuck: True, enemy behind: False, skill ready: False, dash ready: True",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Enemy is 1.23 meters ahead, angle -65.4 degrees, edge distance 0.9, center distance 0.12, enemy stuck: False, enemy behind: True, skill ready: False, dash ready: True [CTX] Enemy is 0.6 meters ahead, angle 83.2 degrees, edge distance 1.47, center distance 2.68, enemy stuck: True, enemy behind: False, skill ready: False, dash ready: True [CTX] Enemy is 0.15 meters ahead, angle -108.2 degrees, edge distance 1.86, center distance 1.92, enemy stuck: False, enemy behind: False, skill ready: True, dash ready: False",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Enemy is 0.6 meters ahead, angle 83.2 degrees, edge distance 1.47, center distance 2.68, enemy stuck: True, enemy behind: False, skill ready: False, dash ready: True [CTX] Enemy is 0.15 meters ahead, angle -108.2 degrees, edge distance 1.86, center distance 1.92, enemy stuck: False, enemy behind: False, skill ready: True, dash ready: False [CTX] Enemy is 2.26 meters ahead, angle 146.6 degrees, edge distance 3.37, center distance 0.69, enemy stuck: False, enemy behind: False, skill ready: True, dash ready: False",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Enemy is 0.15 meters ahead, angle -108.2 degrees, edge distance 1.86, center distance 1.92, enemy stuck: False, enemy behind: False, skill ready: True, dash ready: False [CTX] Enemy is 2.26 meters ahead, angle 146.6 degrees, edge distance 3.37, center distance 0.69, enemy stuck: False, enemy behind: False, skill ready: True, dash ready: False [CTX] Enemy is 0.71 meters ahead, angle -130.3 degrees, edge distance 1.74, center distance 3.64, enemy stuck: False, enemy behind: True, skill ready: True, dash ready: False",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Enemy is 2.26 meters ahead, angle 146.6 degrees, edge distance 3.37, center distance 0.69, enemy stuck: False, enemy behind: False, skill ready: True, dash ready: False [CTX] Enemy is 0.71 meters ahead, angle -130.3 degrees, edge distance 1.74, center distance 3.64, enemy stuck: False, enemy behind: True, skill ready: True, dash ready: False [CTX] Enemy is 0.19 meters ahead, angle -169.4 degrees, edge distance 0.56, center distance 3.7, enemy stuck: True, enemy behind: True, skill ready: False, dash ready: True",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Enemy is 0.71 meters ahead, angle -130.3 degrees, edge distance 1.74, center distance 3.64, enemy stuck: False, enemy behind: True, skill ready: True, dash ready: False [CTX] Enemy is 0.19 meters ahead, angle -169.4 degrees, edge distance 0.56, center distance 3.7, enemy stuck: True, enemy behind: True, skill ready: False, dash ready: True [CTX] Enemy is 1.87 meters ahead, angle 106.2 degrees, edge distance 4.08, center distance 4.57, enemy stuck: False, enemy behind: False, skill ready: False, dash ready: False",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Enemy is 0.19 meters ahead, angle -169.4 degrees, edge distance 0.56, center distance 3.7, enemy stuck: True, enemy behind: True, skill ready: False, dash ready: True [CTX] Enemy is 1.87 meters ahead, angle 106.2 degrees, edge distance 4.08, center distance 4.57, enemy stuck: False, enemy behind: False, skill ready: False, dash ready: False [CTX] Enemy is 0.93 meters ahead, angle 21.9 degrees, edge distance 3.62, center distance 2.16, enemy stuck: False, enemy behind: True, skill ready: True, dash ready: True",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Enemy is 1.87 meters ahead, angle 106.2 degrees, edge distance 4.08, center distance 4.57, enemy stuck: False, enemy behind: False, skill ready: False, dash ready: False [CTX] Enemy is 0.93 meters ahead, angle 21.9 degrees, edge distance 3.62, center distance 2.16, enemy stuck: False, enemy behind: True, skill ready: True, dash ready: True [CTX] Enemy is 0.22 meters ahead, angle -106.1 degrees, edge distance 3.46, center distance 3.7, enemy stuck: False, enemy behind: True, skill ready: False, dash ready: True",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Enemy is 0.93 meters ahead, angle 21.9 degrees, edge distance 3.62, center distance 2.16, enemy stuck: False, enemy behind: True, skill ready: True, dash ready: True [CTX] Enemy is 0.22 meters ahead, angle -106.1 degrees, edge distance 3.46, center distance 3.7, enemy stuck: False, enemy behind: True, skill ready: False, dash ready: True [CTX] Enemy is 0.64 meters ahead, angle 104.7 degrees, edge distance 2.34, center distance 0.38, enemy stuck: True, enemy behind: False, skill ready: False, dash ready: True",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Enemy is 0.22 meters ahead, angle -106.1 degrees, edge distance 3.46, center distance 3.7, enemy stuck: False, enemy behind: True, skill ready: False, dash ready: True [CTX] Enemy is 0.64 meters ahead, angle 104.7 degrees, edge distance 2.34, center distance 0.38, enemy stuck: True, enemy behind: False, skill ready: False, dash ready: True [CTX] Enemy is 0.52 meters ahead, angle -84.8 degrees, edge distance 0.2, center distance 0.69, enemy stuck: False, enemy behind: True, skill ready: False, dash ready: False",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Enemy is 0.64 meters ahead, angle 104.7 degrees, edge distance 2.34, center distance 0.38, enemy stuck: True, enemy behind: False, skill ready: False, dash ready: True [CTX] Enemy is 0.52 meters ahead, angle -84.8 degrees, edge distance 0.2, center distance 0.69, enemy stuck: False, enemy behind: True, skill ready: False, dash ready: False [CTX] Enemy is 1.78 meters ahead, angle -109.6 degrees, edge distance 0.69, center distance 4.26, enemy stuck: True, enemy behind: True, skill ready: False, dash ready: True",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Enemy is 0.52 meters ahead, angle -84.8 degrees, edge distance 0.2, center distance 0.69, enemy stuck: False, enemy behind: True, skill ready: False, dash ready: False [CTX] Enemy is 1.78 meters ahead, angle -109.6 degrees, edge distance 0.69, center distance 4.26, enemy stuck: True, enemy behind: True, skill ready: False, dash ready: True [CTX] Enemy is 1.99 meters ahead, angle 85.1 degrees, edge distance 2.17, center distance 2.18, enemy stuck: False, enemy behind: True, skill ready: False, dash ready: False",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Enemy is 1.78 meters ahead, angle -109.6 degrees, edge distance 0.69, center distance 4.26, enemy stuck: True, enemy behind: True, skill ready: False, dash ready: True [CTX] Enemy is 1.99 meters ahead, angle 85.1 degrees, edge distance 2.17, center distance 2.18, enemy stuck: False, enemy behind: True, skill ready: False, dash ready: False [CTX] Enemy is 1.69 meters ahead, angle 13.4 degrees, edge distance 2.49, center distance 4.08, enemy stuck: True, enemy behind: False, skill ready: True, dash ready: True",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Enemy is 1.99 meters ahead, angle 85.1 degrees, edge distance 2.17, center distance 2.18, enemy stuck: False, enemy behind: True, skill ready: False, dash ready: False [CTX] Enemy is 1.69 meters ahead, angle 13.4 degrees, edge distance 2.49, center distance 4.08, enemy stuck: True, enemy behind: False, skill ready: True, dash ready: True [CTX] Enemy is 1.04 meters ahead, angle 59.3 degrees, edge distance 0.83, center distance 1.05, enemy stuck: True, enemy behind: False, skill ready: False, dash ready: True",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Enemy is 1.69 meters ahead, angle 13.4 degrees, edge distance 2.49, center distance 4.08, enemy stuck: True, enemy behind: False, skill ready: True, dash ready: True [CTX] Enemy is 1.04 meters ahead, angle 59.3 degrees, edge distance 0.83, center distance 1.05, enemy stuck: True, enemy behind: False, skill ready: False, dash ready: True [CTX] Enemy is 1.15 meters ahead, angle -99.7 degrees, edge distance 0.39, center distance 3.14, enemy stuck: True, enemy behind: True, skill ready: True, dash ready: False",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Enemy is 1.04 meters ahead, angle 59.3 degrees, edge distance 0.83, center distance 1.05, enemy stuck: True, enemy behind: False, skill ready: False, dash ready: True [CTX] Enemy is 1.15 meters ahead, angle -99.7 degrees, edge distance 0.39, center distance 3.14, enemy stuck: True, enemy behind: True, skill ready: True, dash ready: False [CTX] Enemy is 1.07 meters ahead, angle 34.6 degrees, edge distance 0.99, center distance 4.78, enemy stuck: False, enemy behind: True, skill ready: True, dash ready: False",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Enemy is 1.15 meters ahead, angle -99.7 degrees, edge distance 0.39, center distance 3.14, enemy stuck: True, enemy behind: True, skill ready: True, dash ready: False [CTX] Enemy is 1.07 meters ahead, angle 34.6 degrees, edge distance 0.99, center distance 4.78, enemy stuck: False, enemy behind: True, skill ready: True, dash ready: False [CTX] Enemy is 1.97 meters ahead, angle 6.7 degrees, edge distance 4.99, center distance 4.55, enemy stuck: False, enemy behind: True, skill ready: True, dash ready: True",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Enemy is 1.07 meters ahead, angle 34.6 degrees, edge distance 0.99, center distance 4.78, enemy stuck: False, enemy behind: True, skill ready: True, dash ready: False [CTX] Enemy is 1.97 meters ahead, angle 6.7 degrees, edge distance 4.99, center distance 4.55, enemy stuck: False, enemy behind: True, skill ready: True, dash ready: True [CTX] Enemy is 2.35 meters ahead, angle 5.0 degrees, edge distance 4.33, center distance 3.73, enemy stuck: True, enemy behind: True, skill ready: True, dash ready: False",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Enemy is 1.97 meters ahead, angle 6.7 degrees, edge distance 4.99, center distance 4.55, enemy stuck: False, enemy behind: True, skill ready: True, dash ready: True [CTX] Enemy is 2.35 meters ahead, angle 5.0 degrees, edge distance 4.33, center distance 3.73, enemy stuck: True, enemy behind: True, skill ready: True, dash ready: False [CTX] Enemy is 0.73 meters ahead, angle 121.8 degrees, edge distance 4.68, center distance 4.04, enemy stuck: True, enemy behind: True, skill ready: True, dash ready: False",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Enemy is 2.35 meters ahead, angle 5.0 degrees, edge distance 4.33, center distance 3.73, enemy stuck: True, enemy behind: True, skill ready: True, dash ready: False [CTX] Enemy is 0.73 meters ahead, angle 121.8 degrees, edge distance 4.68, center distance 4.04, enemy stuck: True, enemy behind: True, skill ready: True, dash ready: False [CTX] Enemy is 1.09 meters ahead, angle 75.5 degrees, edge distance 3.13, center distance 4.92, enemy stuck: False, enemy behind: True, skill ready: True, dash ready: False",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Enemy is 0.73 meters ahead, angle 121.8 degrees, edge distance 4.68, center distance 4.04, enemy stuck: True, enemy behind: True, skill ready: True, dash ready: False [CTX] Enemy is 1.09 meters ahead, angle 75.5 degrees, edge distance 3.13, center distance 4.92, enemy stuck: False, enemy behind: True, skill ready: True, dash ready: False [CTX] Enemy is 0.33 meters ahead, angle 114.4 degrees, edge distance 3.62, center distance 2.36, enemy stuck: False, enemy behind: True, skill ready: False, dash ready: False",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Enemy is 1.09 meters ahead, angle 75.5 degrees, edge distance 3.13, center distance 4.92, enemy stuck: False, enemy behind: True, skill ready: True, dash ready: False [CTX] Enemy is 0.33 meters ahead, angle 114.4 degrees, edge distance 3.62, center distance 2.36, enemy stuck: False, enemy behind: True, skill ready: False, dash ready: False [CTX] Enemy is 2.24 meters ahead, angle 165.7 degrees, edge distance 0.64, center distance 2.55, enemy stuck: True, enemy behind: True, skill ready: True, dash ready: False",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
